id,date,name,rating,level,replay_num,useful_num,Useful,sentiment,objective,score,content
2089425_1,2015/3/2,,2,0,0,0,1,NEG,SUB,0,动物少了很多，感觉门票还挺贵。
1508410,2015/3/1,灵隐寺,2,1,0,0,1,NEG,SUB,0,门票要60，还不算香火钱，太贵了！
2342666_1,2015/3/1,,2,0,0,0,1,NEG,SUB,0,一个不大的公园，森林是次生林，没什么好玩的，山又不高，很快就能走完。
2268863_2,2015/3/1,,1,0,0,0,1,NEG,SUB,0,大家不要去不好玩
1297247,2015/2/28,丽水古街,1,1,1,1,1,NEG,SUB,0,真心的看照片就好，就一条老街道。
1167063_1,2015/2/28,厦门大学,2,1,0,0,1,NEG,SUB,0,外人参观进去排队要等很久，以至于门口还有黄牛兜售票，我也是醉了
1297247,2015/2/28,丽水古街,1,1,1,1,1,NEG,SUB,0,什么看头都没有。
1321451,2015/2/28,府庙,1,1,0,0,1,NEG,SUB,0,什么都不是，什么小吃一条街，什么吃的都没有！
1638442,2015/2/28,湖州,2,1,0,1,1,NEG,SUB,0,没什么好玩的，市区就那么点大地方，没有好玩的地方
1321451,2015/2/28,府庙,1,1,0,0,1,NEG,SUB,0,垃圾
1694031,2015/2/28,沱江跳岩,1,1,0,2,1,NEG,SUB,0,[生气][生气][生气]垃圾饭店，建议都别去，真难吃，关键是那态度，真恶心！
1217197,2015/2/27,南锣鼓巷,2,1,0,0,1,NEG,SUB,0,人多得要命，一点都没有特色，下次不会去了。
1296582_2,2015/2/27,塔下村,2,1,2,0,1,NEG,SUB,0,看土楼的话这里并不适合。
1898666,2015/2/27,毛主席铜像,2,1,0,0,1,NEG,SUB,0,就一个铜像，建设得真不咋样呀，看过了就可以了
2424256_1,2015/2/27,,2,0,0,0,1,NEG,SUB,0,锡林格勒盟的草原确实挺好，我很喜欢，
1446774,2015/2/26,江南民俗馆,2,1,0,0,1,NEG,SUB,0,乌镇里好多这样的馆，没什么大意思的
1279065,2015/2/26,江南瓦当陈列馆,2,1,0,0,1,NEG,SUB,0,全是瓦片，看个什么劲啊~还非得凑上15字 T T
1790036,2015/2/26,地坛庙会,1,1,0,0,1,NEG,SUB,0,庙会越来越没劲了，人挤人的有什么意思
1177923,2015/2/26,酒文化博物馆,2,1,0,0,1,NEG,SUB,0,没什么意思，去过都忘了里面有什么了
1361457_1,2015/2/26,厦门,1,1,0,0,1,NEG,SUB,0,没什么好玩的 除了小店没别的
2311756_1,2015/2/26,,1,0,0,0,1,NEG,SUB,0,非常差的海洋世界 设备很陈旧 也没什么展示 最好不要去
1698606,2015/2/25,叙昌酱园,2,1,0,0,1,NEG,SUB,0,晚上去的，很黑，很恐怖的样子！
1773951,2015/2/25,韶山,2,1,0,0,1,NEG,SUB,0,停车位不足，纪念品价格相对较贵。
1742494,2015/2/25,菊儿胡同,2,1,0,0,1,NEG,SUB,0,就在什刹海附近的一条胡同，没什么东西
1841145,2015/2/25,余榴梁钱币馆,2,1,0,0,1,NEG,SUB,0,很多各国的钱币，本人不是很感兴趣
2115949,2015/2/24,东郊椰林,2,1,0,0,1,NEG,SUB,0,这海太普通了。
1681659,2015/2/24,白河第一漂基地,1,1,0,0,1,NEG,SUB,0,说是漂流，其实是漂浮。
2113332,2015/2/24,兴隆亚洲风情园,1,1,0,0,1,NEG,SUB,0,请别再放在网上坑人了。
1681659,2015/2/24,白河第一漂基地,1,1,0,0,1,NEG,SUB,0,破地方，烂死了。
1681659,2015/2/24,白河第一漂基地,1,1,0,0,1,NEG,SUB,0,慢慢的漂浮，有时候不划都不走。
2113217,2015/2/24,琼台书院,1,1,0,2,1,NEG,SUB,0,很小的一个书院，门票30元，不到半小时走完，不值！
1316552,2015/2/24,双廊,1,1,0,0,1,NEG,SUB,0,比起去年，今年来的人更多了，没有了那种感觉
2113332,2015/2/24,兴隆亚洲风情园,1,1,0,0,1,NEG,SUB,0,[生气]已经关门两年了，白去一趟。
1622702_1,2015/2/23,六鳌,1,1,0,0,1,NEG,SUB,0,这里停车要10元，当地人自己乱收费的，没发票。
1177485,2015/2/23,杨八洞,2,1,1,2,1,NEG,SUB,0,夜爬上去过，不值得专门去游玩
1383565_1,2015/2/23,元一双凤湖,1,1,0,0,1,NEG,SUB,0,千万别去，买房子的，根本就是不是景点！
2118699,2015/2/23,新加坡花园,1,1,0,0,1,NEG,SUB,0,根本就没有这个点！别听楼上的瞎扯！[鄙视]
1573617,2015/2/23,云南野生动物园,1,1,1,0,1,NEG,SUB,0,动物太分散，而且动物太少，不值
2445292_1,2015/2/23,,2,0,0,0,1,NEG,SUB,0,自我感觉真不怎么样，每种动物就几只！
1507190_1,2015/2/22,三河,1,1,0,0,1,NEG,SUB,0,商业化太厉害了，不值得去商业化太厉害了，不值得去
1394476_1,2015/2/22,龙池湾,1,1,0,5,1,NEG,SUB,0,千万别在这里吃饭!味道超烂，价格又不实在[生气]
1678137,2015/2/22,景洪,1,1,0,0,1,NEG,SUB,0,来了就不会在来的城市[汗]
2110081,2015/2/22,大田坡鹿保护区,1,1,0,1,1,NEG,SUB,0,不要去没有鹿子！
2110082,2015/2/22,大田坡鹿保护区,1,1,0,1,1,NEG,SUB,0,不要去没有鹿可以去35公里大坝风景区
2441303_1,2015/2/22,,1,0,0,0,1,NEG,SUB,0,来了就不会在来的城市[汗]
1254354,2015/2/21,宁波老外滩,2,1,0,0,1,NEG,SUB,0,只剩几栋老房子变成酒吧，并不好玩。
1383221,2015/2/21,海底世界,2,1,0,0,1,NEG,SUB,0,杭州海底世界很小，没什么太大意思。
1904536_1,2015/2/21,奎潭湖,1,1,0,0,1,NEG,SUB,0,不要去，什么都没得看，有老年人的健身设备。
2196454_1,2015/2/21,,2,0,0,0,1,NEG,SUB,0,雨季有水才能看到瀑布，如果不是雨季，根本就看不到瀑布。
2215878_1,2015/2/21,,1,0,0,0,1,NEG,SUB,0,没有休息的地方，而且瀑布都是人工的，洗手间又少，再也不去了
2152171_1,2015/2/21,,2,0,0,0,1,NEG,SUB,0,杭州海底世界很小，没什么太大意思。
1798352_4,2015/2/20,树海瀑布,1,1,1,0,1,NEG,SUB,0,长途跋涉路道差！
1372258,2015/2/20,小龙湫,1,1,0,0,1,NEG,SUB,0,栈道封了啥也没得玩，太坑爹了
1798352_2,2015/2/20,树海瀑布,1,1,1,0,1,NEG,SUB,0,卫生差！
1798352_5,2015/2/20,树海瀑布,1,1,1,0,1,NEG,SUB,0,不建议此景点
2268858_1,2015/2/20,,1,0,0,0,1,NEG,SUB,0,真心不好玩，感觉是个烂尾工程，项目都太破了，非常不建议去~
1464318,2015/2/19,丽江,2,1,0,0,1,NEG,SUB,0,所谓的艳遇城市，实际上很多片子，坑
1563878,2015/2/19,世界公园,1,1,0,0,1,NEG,SUB,0,理念太落后了。
1597906,2015/2/19,千丝岩,2,1,0,0,1,NEG,SUB,0,不建议去玩，就是一个公园，
1534170,2015/2/18,沱江,2,1,3,1,1,NEG,SUB,0,去的时候正好在专修，失望什么都没看到
1353731,2015/2/18,豆沙关,1,1,0,0,1,NEG,SUB,0,没得啥看头……小镇停车场很损……wc还收费……要口开水说没得……整改
1762285,2015/2/18,乾坤柱,2,1,0,0,1,NEG,SUB,0,借着阿凡达的名气火了一把，其实就是一根石柱在张家界众多石峰中并不特别出众
1249800,2015/2/18,西塘,2,1,0,0,1,NEG,SUB,0,江南人中的小镇，太假，还不如记忆中遍布江南水乡的老街
1946890,2015/2/17,凤凰岭,2,1,0,0,1,NEG,SUB,0,总体来说，景区一般吧
1923939,2015/2/16,大龙风情山庄,1,1,0,0,1,NEG,SUB,0,地方一般，但听说还拖欠农民工工资，这老板心黑呀，不去也罢！
1256303_1,2015/2/15,妈祖文化村,1,1,0,1,1,NEG,SUB,0,那真不是挺好，建议不要去。
1152248,2015/2/13,十里画廊,2,1,0,0,1,NEG,SUB,0,期望很大，结果太失望。建议坐一个单程的小火车。
1681534,2015/2/12,安吉江南天池温泉,1,1,0,0,1,NEG,SUB,0,只不过是800多米海拔高山上的一个洗浴中心而已。
1137795,2015/2/12,湘潭,2,1,0,1,1,NEG,SUB,0,韶山毛泽东故居就是人挤人···除了人还是人···
1706348,2015/2/12,南宋御街美食街,1,1,0,0,1,NEG,SUB,0,美食种类很少而且特别贵，好像各地的小吃街都是这样的，也没有很好吃
1181490,2015/2/12,衡阳,2,1,0,0,1,NEG,SUB,0,衡阳···我四年也没有get到它的优点···无法提供好评价···
1955949_1,2015/2/12,,2,0,0,0,1,NEG,SUB,0,衡阳···我四年也没有get到它的优点···无法提供好评价···
2109651,2015/2/11,南湾猴岛,2,1,0,1,1,NEG,SUB,0,主要是看猴子表演，不值160的门票。
1745787_1,2015/2/11,巢湖,2,1,0,0,1,NEG,SUB,0,比较大，合肥现在向那边发展，说实话没什么看的
1190938,2015/2/11,义乌,1,1,0,0,1,NEG,SUB,0,本来想去买点小商品的，结果发现大多是批发，好吧，被忽悠到。
2207247_1,2015/2/11,,2,0,0,0,1,NEG,SUB,0,这个就是真的没有什么看头的，就是那么一个样子看看就可以撤了。
1540297,2015/2/10,浙江花木城,1,1,0,0,1,NEG,SUB,0,一个市场而已，没有什么值得点评的，只是记录下而已。
1354461_1,2015/2/10,莆田九龙谷,2,1,0,0,1,NEG,SUB,0,普普通通，沒有令人驚豔之處
1333170,2015/2/10,相山瀑布,2,1,0,0,1,NEG,SUB,0,哪里有介绍的那么壮观？图都是错的。
1923581,2015/2/10,仙乐乡村旅游区,2,1,0,0,1,NEG,SUB,0,没什么可玩的，相比之下门票太贵，性价比低。
1503904,2015/2/10,江心屿,2,1,0,2,1,NEG,SUB,0,开车直接下，门票不便宜，没啥好看的，不推荐。
1345541,2015/2/10,女排基地,2,1,0,0,1,NEG,SUB,0,就是看看中国女排雕像，里面都不对外开放。
1185083,2015/2/10,仰天巨佛,1,1,0,0,1,NEG,SUB,0,不好玩，没有什么可看的，不值得来。
1938966_1,2015/2/10,,1,0,0,0,1,NEG,SUB,0,这里的路很差劲，真的该修修了啊，
1959751_1,2015/2/10,,2,0,0,0,1,NEG,SUB,0,当地的商贩很坑人的，建议不要去
1677504,2015/2/9,王府井,2,1,0,0,1,NEG,SUB,0,真的是坑爹的一个地方，本地人基本不会去的，都是外地人，尤其是王府井小吃
1171200,2015/2/9,洋沙山海滨乐园,2,1,0,0,1,NEG,SUB,0,黄黄的海水，落后的配套设施，，
1137399,2015/2/9,茨坝清真寺,2,1,0,0,1,NEG,SUB,0,很一般的清真寺，没必要专门去。
2376995_1,2015/2/9,,2,0,0,0,1,NEG,SUB,0,我可以说地方太小了吗，反正我没进去。
1912506_1,2015/2/9,,2,0,0,0,1,NEG,SUB,0,很一般的清真寺，没必要专门去。
1263272,2015/2/8,勐巴拉纳西歌舞秀,2,1,0,0,1,NEG,SUB,0,这是跟团被坑强制捆绑参与的观看节目，讨厌这行为，所以发誓再也不跟团
1838925,2015/2/8,滇池,1,1,0,0,1,NEG,SUB,0,水已经富阳化了，长了好多葫芦之类的，水是绿色还有植物腐烂的臭味了，没保护好啊
1367656,2015/2/8,大水车,1,1,0,0,1,NEG,SUB,0,丽江古城的一个景点，个人比较不喜欢这类人为的东西。
2435936_3,2015/2/8,,1,0,0,0,1,NEG,SUB,0,现在……已经成了废墟！
1686171,2015/2/7,天龙八部影视城,1,1,0,0,1,NEG,SUB,0,这个人文景观没有什么意义。
1316564,2015/2/7,双廊,2,1,0,0,1,NEG,SUB,0,现在的双廊已经被折腾得不成样子了。
1490863,2015/2/7,才村,2,1,0,0,1,NEG,SUB,0,商业气息太浓厚了，已经失去本来面目。
1364933_1,2015/2/7,观音山,2,1,0,0,1,NEG,SUB,0,沙雕很水，沙滩没有黄厝好，厦门周边的海水就不能指望他能好了
1478047,2015/2/7,故宫,2,1,0,1,1,NEG,SUB,0,都不知道玩什么。
1777012,2015/2/7,王府井小吃街,2,1,0,1,1,NEG,SUB,0,从东华门出来到王府井之间就是一条街，东西一般般。
1366299,2015/2/7,圆明园,2,1,0,1,1,NEG,SUB,0,不去也罢，真是啥也没有
1777012,2015/2/7,王府井小吃街,2,1,0,1,1,NEG,SUB,0,不好吃还贵。
2257852_1,2015/2/7,,2,0,0,0,1,NEG,SUB,0,商业气息太浓厚了，已经失去本来面目。
1462366,2015/2/5,金沙江第一湾,2,1,0,0,1,NEG,SUB,0,真的真的就只是个弯弯。
1800141,2015/2/5,天龙洞,2,1,0,0,1,NEG,SUB,0,新开发的溶洞 我是真心不觉得有什么好看的 反而觉得一坨一坨的好恶心
1235086,2015/2/5,巍宝山,2,1,0,0,1,NEG,SUB,0,算了吧 爬个山还要钱 去也不方便~
1483340,2015/2/5,岳麓山,2,1,0,0,1,NEG,SUB,0,什么都不说了，大学几年去了几次 全是无聊的时候去的
1184120,2015/2/5,虎跳石,2,1,0,0,1,NEG,SUB,0,爬上来就悲剧了。
1765769,2015/2/4,永宁古城,1,1,0,3,1,NEG,SUB,0,什么都没有，不过是一堆仿古的建筑而已。
1863640,2015/2/4,皮影戏馆,2,1,0,0,1,NEG,SUB,0,没啥意思了，尽管皮影却是历史悠久的传统文化。
1553223,2015/2/4,保俶塔,2,1,0,0,1,NEG,SUB,0,两次隔湖而望，但总觉得也没必要到跟前去
1168536,2015/2/4,白沙井,2,1,0,0,1,NEG,SUB,0,就是一个小小的公园，里面有一口古井，很多市民提着桶去打水。
1560259,2015/2/4,三白酒作坊,2,1,0,0,1,NEG,SUB,0,比起乌镇的小桥木屋，酒坊确实没啥特别
1153660,2015/2/3,闻一多殉难处,2,1,0,0,1,NEG,SUB,0,这地就是一条小巷里有个亭子，很难找，也没什么好看的。
1342708,2015/2/3,杭州,1,1,0,1,1,NEG,SUB,0,雾霾是硬伤，堵车补一刀，限摩雪上加霜
2152169_4,2015/2/3,,2,0,0,0,1,NEG,SUB,0,我觉得不是很有亮点。
2560322_1,2015/2/3,,1,0,0,0,1,NEG,SUB,0,忘了说，就这么一个小瀑布，完全不值得你开车上去，还是那么一条烂路，还收那么贵！
2560314_1,2015/2/3,,1,0,0,0,1,NEG,SUB,0,山路不是一般的难走，尤其最后一段路，满地的土坑，然后居然还收30块一个人门票，到最后走我前面一台车都不敢往前开了，怕划到底盘，最后上到去，一个破停车场还收费十块，收钱那个还拽得要死，人生最坑爹的一个景点，谁上谁后悔！
2145791_1,2015/2/3,,1,0,0,0,1,NEG,SUB,0,辽阔的草原，置身其境，让人忘记城市的喧嚣和繁杂，真是好地方！
1963205_1,2015/2/3,,1,0,0,0,1,NEG,SUB,0,到晚上的时候，温度比较低，要特别注意保暖哦。
1929844,2015/2/2,北京中华文化园,2,1,0,0,1,NEG,SUB,0,这个地方是真不咋的，没必要去
1217241,2015/2/2,南锣鼓巷,2,1,0,0,1,NEG,SUB,0,没什么感觉 人很多 胡同特色完全没有了 去了一次很快就出来了 没有想再去的感觉
1481024,2015/2/2,半壁店森林公园,2,1,0,0,1,NEG,SUB,0,大兴这边公园是不少，但是没啥特别的
1881788,2015/2/1,鼓楼,2,1,0,0,1,NEG,SUB,0,现在已经变成小吃一条街，逛得已经成鸡肋了。
1866980,2015/2/1,城隍庙,2,1,0,0,1,NEG,SUB,0,现在去完全没小时候的感觉了，规划得一塌糊涂。
1406259,2015/2/1,乌镇,2,1,0,0,1,NEG,SUB,0,商业气氛浓厚，完全商业维持，很假
1341912,2015/2/1,招宝山,2,1,0,0,1,NEG,SUB,0,其实很一般，门票太贵了不值得。
1971208,2015/2/1,雍和宫,2,1,0,0,1,NEG,SUB,0,看了跟没看一样，一点印象没留下
1661480,2015/2/1,岳阳门,2,1,0,0,1,NEG,SUB,0,就是岳阳嵝下面，沒什么太主要意义。
1757465,2015/2/1,普陀山,2,1,0,0,1,NEG,SUB,0,好无聊的，酒店死贵的，沙滩脏的
